uni_0,uni_1,value
EastMed_Onshore_Com2027,Q2,1.0
EastMed_Onshore_Com2027,Q3,1.0
EastMed_Onshore_Com2027,Q4,1.0
EastAna_Onshore_Com2027,Q1,1.0
EastAna_Onshore_Com2027,Q2,1.0
EastAna_Onshore_Com2027,Q3,1.0
EastAna_Onshore_Com2027,Q4,1.0
SouthEast_Sonshore_Com2027,Q1,1.0
SouthEast_Sonshore_Com2027,Q2,1.0
SouthEast_Sonshore_Com2027,Q3,1.0
SouthEast_Sonshore_Com2027,Q4,1.0
NorthWest_Onshore_Com2027,Q1,1.0
NorthWest_Onshore_Com2027,Q2,1.0
NorthWest_Onshore_Com2027,Q3,1.0
NorthWest_Onshore_Com2027,Q4,1.0
CenterAna_Onshore_Com2027,Q1,1.0
CenterAna_Onshore_Com2027,Q2,1.0
CenterAna_Onshore_Com2027,Q3,1.0
CenterAna_Onshore_Com2027,Q4,1.0
CenterBlack_Onshore_Com2027,Q1,1.0
CenterBlack_Onshore_Com2027,Q2,1.0
CenterBlack_Onshore_Com2027,Q3,1.0
CenterBlack_Onshore_Com2027,Q4,1.0
Trakia_Onshore_Com2027,Q1,1.0
Trakia_Onshore_Com2027,Q2,1.0
Trakia_Onshore_Com2027,Q3,1.0
Trakia_Onshore_Com2027,Q4,1.0
WestMed_Onshore_Com2028,Q1,1.0
WestMed_Onshore_Com2028,Q2,1.0
WestMed_Onshore_Com2028,Q3,1.0
WestMed_Onshore_Com2028,Q4,1.0
WestAna_Onshore_Com2028,Q1,1.0
WestAna_Onshore_Com2028,Q2,1.0
WestAna_Onshore_Com2028,Q3,1.0
WestAna_Onshore_Com2028,Q4,1.0
EastMed_Onshore_Com2028,Q1,1.0
EastMed_Onshore_Com2028,Q2,1.0
EastMed_Onshore_Com2028,Q3,1.0
EastMed_Onshore_Com2028,Q4,1.0
EastAna_Onshore_Com2028,Q1,1.0
EastAna_Onshore_Com2028,Q2,1.0
EastAna_Onshore_Com2028,Q3,1.0
EastAna_Onshore_Com2028,Q4,1.0
SouthEast_Sonshore_Com2028,Q1,1.0
SouthEast_Sonshore_Com2028,Q2,1.0
SouthEast_Sonshore_Com2028,Q3,1.0
SouthEast_Sonshore_Com2028,Q4,1.0
NorthWest_Onshore_Com2028,Q1,1.0
NorthWest_Onshore_Com2028,Q2,1.0
NorthWest_Onshore_Com2028,Q3,1.0
NorthWest_Onshore_Com2028,Q4,1.0
CenterAna_Onshore_Com2028,Q1,1.0
CenterAna_Onshore_Com2028,Q2,1.0
CenterAna_Onshore_Com2028,Q3,1.0
CenterAna_Onshore_Com2028,Q4,1.0
CenterBlack_Onshore_Com2028,Q1,1.0
CenterBlack_Onshore_Com2028,Q2,1.0
CenterBlack_Onshore_Com2028,Q3,1.0
CenterBlack_Onshore_Com2028,Q4,1.0
Trakia_Onshore_Com2028,Q1,1.0
Trakia_Onshore_Com2028,Q2,1.0
Trakia_Onshore_Com2028,Q3,1.0
Trakia_Onshore_Com2028,Q4,1.0
WestMed_Onshore_Com2029,Q1,1.0
WestMed_Onshore_Com2029,Q2,1.0
WestMed_Onshore_Com2029,Q3,1.0
WestMed_Onshore_Com2029,Q4,1.0
WestAna_Onshore_Com2029,Q1,1.0
WestAna_Onshore_Com2029,Q2,1.0
WestAna_Onshore_Com2029,Q3,1.0
WestAna_Onshore_Com2029,Q4,1.0
EastMed_Onshore_Com2029,Q1,1.0
EastMed_Onshore_Com2029,Q2,1.0
EastMed_Onshore_Com2029,Q3,1.0
EastMed_Onshore_Com2029,Q4,1.0
EastAna_Onshore_Com2029,Q1,1.0
EastAna_Onshore_Com2029,Q2,1.0
EastAna_Onshore_Com2029,Q3,1.0
EastAna_Onshore_Com2029,Q4,1.0
SouthEast_Sonshore_Com2029,Q1,1.0
SouthEast_Sonshore_Com2029,Q2,1.0
SouthEast_Sonshore_Com2029,Q3,1.0
SouthEast_Sonshore_Com2029,Q4,1.0
NorthWest_Onshore_Com2029,Q1,1.0
NorthWest_Onshore_Com2029,Q2,1.0
NorthWest_Onshore_Com2029,Q3,1.0
NorthWest_Onshore_Com2029,Q4,1.0
CenterAna_Onshore_Com2029,Q1,1.0
CenterAna_Onshore_Com2029,Q2,1.0
CenterAna_Onshore_Com2029,Q3,1.0
CenterAna_Onshore_Com2029,Q4,1.0
CenterBlack_Onshore_Com2029,Q1,1.0
CenterBlack_Onshore_Com2029,Q2,1.0
CenterBlack_Onshore_Com2029,Q3,1.0
CenterBlack_Onshore_Com2029,Q4,1.0
Trakia_Onshore_Com2029,Q1,1.0
Trakia_Onshore_Com2029,Q2,1.0
Trakia_Onshore_Com2029,Q3,1.0
Trakia_Onshore_Com2029,Q4,1.0
WestMed_Onshore_Com2030,Q1,1.0
WestMed_Onshore_Com2030,Q2,1.0
WestMed_Onshore_Com2030,Q3,1.0
WestMed_Onshore_Com2030,Q4,1.0
WestAna_Onshore_Com2030,Q1,1.0
WestAna_Onshore_Com2030,Q2,1.0
WestAna_Onshore_Com2030,Q3,1.0
WestAna_Onshore_Com2030,Q4,1.0
EastMed_Onshore_Com2030,Q1,1.0
EastMed_Onshore_Com2030,Q2,1.0
EastMed_Onshore_Com2030,Q3,1.0
EastMed_Onshore_Com2030,Q4,1.0
EastAna_Onshore_Com2030,Q1,1.0
EastAna_Onshore_Com2030,Q2,1.0
EastAna_Onshore_Com2030,Q3,1.0
EastAna_Onshore_Com2030,Q4,1.0
SouthEast_Sonshore_Com2030,Q1,1.0
SouthEast_Sonshore_Com2030,Q2,1.0
SouthEast_Sonshore_Com2030,Q3,1.0
SouthEast_Sonshore_Com2030,Q4,1.0
NorthWest_Onshore_Com2030,Q1,1.0
NorthWest_Onshore_Com2030,Q2,1.0
NorthWest_Onshore_Com2030,Q3,1.0
NorthWest_Onshore_Com2030,Q4,1.0
CenterAna_Onshore_Com2030,Q1,1.0
CenterAna_Onshore_Com2030,Q2,1.0
CenterAna_Onshore_Com2030,Q3,1.0
CenterAna_Onshore_Com2030,Q4,1.0
CenterBlack_Onshore_Com2030,Q1,1.0
CenterBlack_Onshore_Com2030,Q2,1.0
CenterBlack_Onshore_Com2030,Q3,1.0
CenterBlack_Onshore_Com2030,Q4,1.0
Trakia_Onshore_Com2030,Q1,1.0
Trakia_Onshore_Com2030,Q2,1.0
Trakia_Onshore_Com2030,Q3,1.0
Trakia_Onshore_Com2030,Q4,1.0
WestMed_Onshore_Com2031,Q1,1.0
WestMed_Onshore_Com2031,Q2,1.0
WestMed_Onshore_Com2031,Q3,1.0
WestMed_Onshore_Com2031,Q4,1.0
WestAna_Onshore_Com2031,Q1,1.0
WestAna_Onshore_Com2031,Q2,1.0
WestAna_Onshore_Com2031,Q3,1.0
WestAna_Onshore_Com2031,Q4,1.0
EastMed_Onshore_Com2031,Q1,1.0
EastMed_Onshore_Com2031,Q2,1.0
EastMed_Onshore_Com2031,Q3,1.0
EastMed_Onshore_Com2031,Q4,1.0
EastAna_Onshore_Com2031,Q1,1.0
EastAna_Onshore_Com2031,Q2,1.0
EastAna_Onshore_Com2031,Q3,1.0
EastAna_Onshore_Com2031,Q4,1.0
SouthEast_Sonshore_Com2031,Q1,1.0
SouthEast_Sonshore_Com2031,Q2,1.0
SouthEast_Sonshore_Com2031,Q3,1.0
SouthEast_Sonshore_Com2031,Q4,1.0
NorthWest_Onshore_Com2031,Q1,1.0
NorthWest_Onshore_Com2031,Q2,1.0
NorthWest_Onshore_Com2031,Q3,1.0
NorthWest_Onshore_Com2031,Q4,1.0
CenterAna_Onshore_Com2031,Q1,1.0
CenterAna_Onshore_Com2031,Q2,1.0
CenterAna_Onshore_Com2031,Q3,1.0
CenterAna_Onshore_Com2031,Q4,1.0
CenterBlack_Onshore_Com2031,Q1,1.0
CenterBlack_Onshore_Com2031,Q2,1.0
CenterBlack_Onshore_Com2031,Q3,1.0
CenterBlack_Onshore_Com2031,Q4,1.0
Trakia_Onshore_Com2031,Q1,1.0
Trakia_Onshore_Com2031,Q2,1.0
Trakia_Onshore_Com2031,Q3,1.0
Trakia_Onshore_Com2031,Q4,1.0
WestMed_Onshore_Com2032,Q1,1.0
WestMed_Onshore_Com2032,Q2,1.0
WestMed_Onshore_Com2032,Q3,1.0
WestMed_Onshore_Com2032,Q4,1.0
WestAna_Onshore_Com2032,Q1,1.0
WestAna_Onshore_Com2032,Q2,1.0
WestAna_Onshore_Com2032,Q3,1.0
WestAna_Onshore_Com2032,Q4,1.0
EastMed_Onshore_Com2032,Q1,1.0
EastMed_Onshore_Com2032,Q2,1.0
EastMed_Onshore_Com2032,Q3,1.0
EastMed_Onshore_Com2032,Q4,1.0
EastAna_Onshore_Com2032,Q1,1.0
EastAna_Onshore_Com2032,Q2,1.0
EastAna_Onshore_Com2032,Q3,1.0
EastAna_Onshore_Com2032,Q4,1.0
SouthEast_Sonshore_Com2032,Q1,1.0
SouthEast_Sonshore_Com2032,Q2,1.0
SouthEast_Sonshore_Com2032,Q3,1.0
SouthEast_Sonshore_Com2032,Q4,1.0
NorthWest_Onshore_Com2032,Q1,1.0
NorthWest_Onshore_Com2032,Q2,1.0
NorthWest_Onshore_Com2032,Q3,1.0
NorthWest_Onshore_Com2032,Q4,1.0
CenterAna_Onshore_Com2032,Q1,1.0
CenterAna_Onshore_Com2032,Q2,1.0
CenterAna_Onshore_Com2032,Q3,1.0
CenterAna_Onshore_Com2032,Q4,1.0
CenterBlack_Onshore_Com2032,Q1,1.0
CenterBlack_Onshore_Com2032,Q2,1.0
CenterBlack_Onshore_Com2032,Q3,1.0
CenterBlack_Onshore_Com2032,Q4,1.0
Trakia_Onshore_Com2032,Q1,1.0
Trakia_Onshore_Com2032,Q2,1.0
Trakia_Onshore_Com2032,Q3,1.0
Trakia_Onshore_Com2032,Q4,1.0
WestMed_Onshore_Com2033,Q1,1.0
WestMed_Onshore_Com2033,Q2,1.0
WestMed_Onshore_Com2033,Q3,1.0
WestMed_Onshore_Com2033,Q4,1.0
WestAna_Onshore_Com2033,Q1,1.0
WestAna_Onshore_Com2033,Q2,1.0
WestAna_Onshore_Com2033,Q3,1.0
WestAna_Onshore_Com2033,Q4,1.0
EastMed_Onshore_Com2033,Q1,1.0
EastMed_Onshore_Com2033,Q2,1.0
EastMed_Onshore_Com2033,Q3,1.0
EastMed_Onshore_Com2033,Q4,1.0
EastAna_Onshore_Com2033,Q1,1.0
EastAna_Onshore_Com2033,Q2,1.0
EastAna_Onshore_Com2033,Q3,1.0
EastAna_Onshore_Com2033,Q4,1.0
SouthEast_Sonshore_Com2033,Q1,1.0
SouthEast_Sonshore_Com2033,Q2,1.0
SouthEast_Sonshore_Com2033,Q3,1.0
SouthEast_Sonshore_Com2033,Q4,1.0
NorthWest_Onshore_Com2033,Q1,1.0
NorthWest_Onshore_Com2033,Q2,1.0
NorthWest_Onshore_Com2033,Q3,1.0
NorthWest_Onshore_Com2033,Q4,1.0
CenterAna_Onshore_Com2033,Q1,1.0
CenterAna_Onshore_Com2033,Q2,1.0
CenterAna_Onshore_Com2033,Q3,1.0
CenterAna_Onshore_Com2033,Q4,1.0
CenterBlack_Onshore_Com2033,Q1,1.0
CenterBlack_Onshore_Com2033,Q2,1.0
CenterBlack_Onshore_Com2033,Q3,1.0
CenterBlack_Onshore_Com2033,Q4,1.0
Trakia_Onshore_Com2033,Q1,1.0
Trakia_Onshore_Com2033,Q2,1.0
Trakia_Onshore_Com2033,Q3,1.0
Trakia_Onshore_Com2033,Q4,1.0
WestMed_Onshore_Com2034,Q1,1.0
WestMed_Onshore_Com2034,Q2,1.0
WestMed_Onshore_Com2034,Q3,1.0
WestMed_Onshore_Com2034,Q4,1.0
WestAna_Onshore_Com2034,Q1,1.0
WestAna_Onshore_Com2034,Q2,1.0
WestAna_Onshore_Com2034,Q3,1.0
WestAna_Onshore_Com2034,Q4,1.0
EastMed_Onshore_Com2034,Q1,1.0
EastMed_Onshore_Com2034,Q2,1.0
EastMed_Onshore_Com2034,Q3,1.0
EastMed_Onshore_Com2034,Q4,1.0
EastAna_Onshore_Com2034,Q1,1.0
EastAna_Onshore_Com2034,Q2,1.0
EastAna_Onshore_Com2034,Q3,1.0
EastAna_Onshore_Com2034,Q4,1.0
SouthEast_Sonshore_Com2034,Q1,1.0
SouthEast_Sonshore_Com2034,Q2,1.0
SouthEast_Sonshore_Com2034,Q3,1.0
SouthEast_Sonshore_Com2034,Q4,1.0
NorthWest_Onshore_Com2034,Q1,1.0
NorthWest_Onshore_Com2034,Q2,1.0
NorthWest_Onshore_Com2034,Q3,1.0
NorthWest_Onshore_Com2034,Q4,1.0
CenterAna_Onshore_Com2034,Q1,1.0
CenterAna_Onshore_Com2034,Q2,1.0
CenterAna_Onshore_Com2034,Q3,1.0
CenterAna_Onshore_Com2034,Q4,1.0
CenterBlack_Onshore_Com2034,Q1,1.0
CenterBlack_Onshore_Com2034,Q2,1.0
CenterBlack_Onshore_Com2034,Q3,1.0
CenterBlack_Onshore_Com2034,Q4,1.0
Trakia_Onshore_Com2034,Q1,1.0
Trakia_Onshore_Com2034,Q2,1.0
Trakia_Onshore_Com2034,Q3,1.0
Trakia_Onshore_Com2034,Q4,1.0
WestMed_Onshore_Com2035,Q1,1.0
WestMed_Onshore_Com2035,Q2,1.0
WestMed_Onshore_Com2035,Q3,1.0
WestMed_Onshore_Com2035,Q4,1.0
WestAna_Onshore_Com2035,Q1,1.0
WestAna_Onshore_Com2035,Q2,1.0
WestAna_Onshore_Com2035,Q3,1.0
WestAna_Onshore_Com2035,Q4,1.0
EastMed_Onshore_Com2035,Q1,1.0
EastMed_Onshore_Com2035,Q2,1.0
EastMed_Onshore_Com2035,Q3,1.0
EastMed_Onshore_Com2035,Q4,1.0
EastAna_Onshore_Com2035,Q1,1.0
EastAna_Onshore_Com2035,Q2,1.0
EastAna_Onshore_Com2035,Q3,1.0
EastAna_Onshore_Com2035,Q4,1.0
SouthEast_Sonshore_Com2035,Q1,1.0
SouthEast_Sonshore_Com2035,Q2,1.0
SouthEast_Sonshore_Com2035,Q3,1.0
SouthEast_Sonshore_Com2035,Q4,1.0
NorthWest_Onshore_Com2035,Q1,1.0
NorthWest_Onshore_Com2035,Q2,1.0
NorthWest_Onshore_Com2035,Q3,1.0
NorthWest_Onshore_Com2035,Q4,1.0
CenterAna_Onshore_Com2035,Q1,1.0
CenterAna_Onshore_Com2035,Q2,1.0
CenterAna_Onshore_Com2035,Q3,1.0
CenterAna_Onshore_Com2035,Q4,1.0
CenterBlack_Onshore_Com2035,Q1,1.0
CenterBlack_Onshore_Com2035,Q2,1.0
CenterBlack_Onshore_Com2035,Q3,1.0
CenterBlack_Onshore_Com2035,Q4,1.0
Trakia_Onshore_Com2035,Q1,1.0
Trakia_Onshore_Com2035,Q2,1.0
Trakia_Onshore_Com2035,Q3,1.0
Trakia_Onshore_Com2035,Q4,1.0
NorthWest_Agg_Onshore_Cand,Q1,1.0
NorthWest_Agg_Onshore_Cand,Q2,1.0
NorthWest_Agg_Onshore_Cand,Q3,1.0
NorthWest_Agg_Onshore_Cand,Q4,1.0
Trakia_Agg_Onshore_Cand,Q1,1.0
Trakia_Agg_Onshore_Cand,Q2,1.0
Trakia_Agg_Onshore_Cand,Q3,1.0
Trakia_Agg_Onshore_Cand,Q4,1.0
EastAna_Agg_Onshore_Cand,Q1,1.0
EastAna_Agg_Onshore_Cand,Q2,1.0
EastAna_Agg_Onshore_Cand,Q3,1.0
EastAna_Agg_Onshore_Cand,Q4,1.0
EastMed_Agg_Onshore_Cand,Q1,1.0
EastMed_Agg_Onshore_Cand,Q2,1.0
EastMed_Agg_Onshore_Cand,Q3,1.0
EastMed_Agg_Onshore_Cand,Q4,1.0
SouthEast_Agg_Onshore_Cand,Q1,1.0
SouthEast_Agg_Onshore_Cand,Q2,1.0
SouthEast_Agg_Onshore_Cand,Q3,1.0
SouthEast_Agg_Onshore_Cand,Q4,1.0
WestMed_Agg_Onshore_Cand,Q1,1.0
WestMed_Agg_Onshore_Cand,Q2,1.0
WestMed_Agg_Onshore_Cand,Q3,1.0
WestMed_Agg_Onshore_Cand,Q4,1.0
CenterBlack_Agg_Oshore_Cand,Q1,1.0
CenterBlack_Agg_Oshore_Cand,Q2,1.0
CenterBlack_Agg_Oshore_Cand,Q3,1.0
CenterBlack_Agg_Oshore_Cand,Q4,1.0
WestAna_Agg_Onshore_Cand,Q1,1.0
WestAna_Agg_Onshore_Cand,Q2,1.0
WestAna_Agg_Onshore_Cand,Q3,1.0
WestAna_Agg_Onshore_Cand,Q4,1.0
CenterAna_Agg_Onshore_Cand,Q1,1.0
CenterAna_Agg_Onshore_Cand,Q2,1.0
CenterAna_Agg_Onshore_Cand,Q3,1.0
CenterAna_Agg_Onshore_Cand,Q4,1.0
Offshore_WestAna_Com2030,Q1,1.0
Offshore_WestAna_Com2030,Q2,1.0
Offshore_WestAna_Com2030,Q3,1.0
Offshore_WestAna_Com2030,Q4,1.0
Offshore_Trakia_Com2030,Q1,1.0
Offshore_Trakia_Com2030,Q2,1.0
Offshore_Trakia_Com2030,Q3,1.0
Offshore_Trakia_Com2030,Q4,1.0
Offshore_NorthWest_Com2030,Q1,1.0
Offshore_NorthWest_Com2030,Q2,1.0
Offshore_NorthWest_Com2030,Q3,1.0
Offshore_NorthWest_Com2030,Q4,1.0
Offshore_WestAna_Com2031,Q1,1.0
Offshore_WestAna_Com2031,Q2,1.0
Offshore_WestAna_Com2031,Q3,1.0
Offshore_WestAna_Com2031,Q4,1.0
Offshore_Trakia_Com2031,Q1,1.0
Offshore_Trakia_Com2031,Q2,1.0
Offshore_Trakia_Com2031,Q3,1.0
Offshore_Trakia_Com2031,Q4,1.0
Offshore_NorthWest_Com2031,Q1,1.0
Offshore_NorthWest_Com2031,Q2,1.0
Offshore_NorthWest_Com2031,Q3,1.0
Offshore_NorthWest_Com2031,Q4,1.0
Offshore_WestAna_Com2032,Q1,1.0
Offshore_WestAna_Com2032,Q2,1.0
Offshore_WestAna_Com2032,Q3,1.0
Offshore_WestAna_Com2032,Q4,1.0
Offshore_Trakia_Com2032,Q1,1.0
Offshore_Trakia_Com2032,Q2,1.0
Offshore_Trakia_Com2032,Q3,1.0
Offshore_Trakia_Com2032,Q4,1.0
Offshore_NorthWest_Com2032,Q1,1.0
Offshore_NorthWest_Com2032,Q2,1.0
Offshore_NorthWest_Com2032,Q3,1.0
Offshore_NorthWest_Com2032,Q4,1.0
Offshore_WestAna_Com2033,Q1,1.0
Offshore_WestAna_Com2033,Q2,1.0
Offshore_WestAna_Com2033,Q3,1.0
Offshore_WestAna_Com2033,Q4,1.0
Offshore_Trakia_Com2033,Q1,1.0
Offshore_Trakia_Com2033,Q2,1.0
Offshore_Trakia_Com2033,Q3,1.0
Offshore_Trakia_Com2033,Q4,1.0
Offshore_NorthWest_Com2033,Q1,1.0
Offshore_NorthWest_Com2033,Q2,1.0
Offshore_NorthWest_Com2033,Q3,1.0
Offshore_NorthWest_Com2033,Q4,1.0
Offshore_WestAna_Com2034,Q1,1.0
Offshore_WestAna_Com2034,Q2,1.0
Offshore_WestAna_Com2034,Q3,1.0
Offshore_WestAna_Com2034,Q4,1.0
Offshore_Trakia_Com2034,Q1,1.0
Offshore_Trakia_Com2034,Q2,1.0
Offshore_Trakia_Com2034,Q3,1.0
Offshore_Trakia_Com2034,Q4,1.0
Offshore_NorthWest_Com2034,Q1,1.0
Offshore_NorthWest_Com2034,Q2,1.0
Offshore_NorthWest_Com2034,Q3,1.0
Offshore_NorthWest_Com2034,Q4,1.0
Offshore_WestAna_Com2035,Q1,1.0
Offshore_WestAna_Com2035,Q2,1.0
Offshore_WestAna_Com2035,Q3,1.0
Offshore_WestAna_Com2035,Q4,1.0
Offshore_Trakia_Com2035,Q1,1.0
Offshore_Trakia_Com2035,Q2,1.0
Offshore_Trakia_Com2035,Q3,1.0
Offshore_Trakia_Com2035,Q4,1.0
Offshore_NorthWest_Com2035,Q1,1.0
Offshore_NorthWest_Com2035,Q2,1.0
Offshore_NorthWest_Com2035,Q3,1.0
Offshore_NorthWest_Com2035,Q4,1.0
Offshore_Trakia_Cand2030,Q1,1.0
Offshore_Trakia_Cand2030,Q2,1.0
Offshore_Trakia_Cand2030,Q3,1.0
Offshore_Trakia_Cand2030,Q4,1.0
Offshore_WestAna_Cand2030,Q1,1.0
Offshore_WestAna_Cand2030,Q2,1.0
Offshore_WestAna_Cand2030,Q3,1.0
Offshore_WestAna_Cand2030,Q4,1.0
Offshore_NorthWestAna_Cand2030,Q1,1.0
Offshore_NorthWestAna_Cand2030,Q2,1.0
Offshore_NorthWestAna_Cand2030,Q3,1.0
Offshore_NorthWestAna_Cand2030,Q4,1.0
NorthWest_Agg_DistPV,Q1,1.0
NorthWest_Agg_DistPV,Q2,1.0
NorthWest_Agg_DistPV,Q3,1.0
NorthWest_Agg_DistPV,Q4,1.0
Trakia_Agg_DistPV,Q1,1.0
Trakia_Agg_DistPV,Q2,1.0
Trakia_Agg_DistPV,Q3,1.0
Trakia_Agg_DistPV,Q4,1.0
EastAna_Agg_DistPV,Q1,1.0
EastAna_Agg_DistPV,Q2,1.0
EastAna_Agg_DistPV,Q3,1.0
EastAna_Agg_DistPV,Q4,1.0
EastMed_Agg_DistPV,Q1,1.0
EastMed_Agg_DistPV,Q2,1.0
EastMed_Agg_DistPV,Q3,1.0
EastMed_Agg_DistPV,Q4,1.0
SouthEast_Agg_DistPV,Q1,1.0
SouthEast_Agg_DistPV,Q2,1.0
SouthEast_Agg_DistPV,Q3,1.0
SouthEast_Agg_DistPV,Q4,1.0
WestMed_Agg_DistPV,Q1,1.0
WestMed_Agg_DistPV,Q2,1.0
WestMed_Agg_DistPV,Q3,1.0
WestMed_Agg_DistPV,Q4,1.0
CenterBlack_Agg_DistPV,Q1,1.0
CenterBlack_Agg_DistPV,Q2,1.0
CenterBlack_Agg_DistPV,Q3,1.0
CenterBlack_Agg_DistPV,Q4,1.0
WestAna_Agg_DistPV,Q1,1.0
WestAna_Agg_DistPV,Q2,1.0
WestAna_Agg_DistPV,Q3,1.0
WestAna_Agg_DistPV,Q4,1.0
CenterAna_Agg_DistPV,Q1,1.0
CenterAna_Agg_DistPV,Q2,1.0
CenterAna_Agg_DistPV,Q3,1.0
CenterAna_Agg_DistPV,Q4,1.0
EastAna_Agg_UtilPV,Q1,1.0
EastAna_Agg_UtilPV,Q2,1.0
EastAna_Agg_UtilPV,Q3,1.0
EastAna_Agg_UtilPV,Q4,1.0
EastMed_Agg_UtilPV,Q1,1.0
EastMed_Agg_UtilPV,Q2,1.0
EastMed_Agg_UtilPV,Q3,1.0
EastMed_Agg_UtilPV,Q4,1.0
SouthEast_Agg_UtilPV,Q1,1.0
SouthEast_Agg_UtilPV,Q2,1.0
SouthEast_Agg_UtilPV,Q3,1.0
SouthEast_Agg_UtilPV,Q4,1.0
WestMed_Agg_UtilPV,Q1,1.0
WestMed_Agg_UtilPV,Q2,1.0
WestMed_Agg_UtilPV,Q3,1.0
WestMed_Agg_UtilPV,Q4,1.0
CenterBlack_Agg_UtilPV,Q1,1.0
CenterBlack_Agg_UtilPV,Q2,1.0
CenterBlack_Agg_UtilPV,Q3,1.0
CenterBlack_Agg_UtilPV,Q4,1.0
WestAna_Agg_UtilPV,Q1,1.0
WestAna_Agg_UtilPV,Q2,1.0
WestAna_Agg_UtilPV,Q3,1.0
WestAna_Agg_UtilPV,Q4,1.0
CenterAna_Agg_UtilPV,Q1,1.0
CenterAna_Agg_UtilPV,Q2,1.0
CenterAna_Agg_UtilPV,Q3,1.0
CenterAna_Agg_UtilPV,Q4,1.0
WestMed_PV_Com2025,Q1,1.0
WestMed_PV_Com2025,Q2,1.0
WestMed_PV_Com2025,Q3,1.0
WestMed_PV_Com2025,Q4,1.0
WestAna_PV_Com2025,Q1,1.0
WestAna_PV_Com2025,Q2,1.0
WestAna_PV_Com2025,Q3,1.0
WestAna_PV_Com2025,Q4,1.0
EastMed_PV_Com2025,Q1,1.0
EastMed_PV_Com2025,Q2,1.0
EastMed_PV_Com2025,Q3,1.0
EastMed_PV_Com2025,Q4,1.0
EastAna_PV_Com2025,Q1,1.0
EastAna_PV_Com2025,Q2,1.0
EastAna_PV_Com2025,Q3,1.0
EastAna_PV_Com2025,Q4,1.0
SouthEast_PV_Com2025,Q1,1.0
SouthEast_PV_Com2025,Q2,1.0
SouthEast_PV_Com2025,Q3,1.0
SouthEast_PV_Com2025,Q4,1.0
NorthWest_PV_Com2025,Q1,1.0
NorthWest_PV_Com2025,Q2,1.0
NorthWest_PV_Com2025,Q3,1.0
NorthWest_PV_Com2025,Q4,1.0
CenterAna_PV_Com2025,Q1,1.0
CenterAna_PV_Com2025,Q2,1.0
CenterAna_PV_Com2025,Q3,1.0
CenterAna_PV_Com2025,Q4,1.0
CenterBlack_PV_Com2025,Q1,1.0
CenterBlack_PV_Com2025,Q2,1.0
CenterBlack_PV_Com2025,Q3,1.0
CenterBlack_PV_Com2025,Q4,1.0
Trakia_PV_Com2025,Q1,1.0
Trakia_PV_Com2025,Q2,1.0
Trakia_PV_Com2025,Q3,1.0
Trakia_PV_Com2025,Q4,1.0
WestMed_PV_Com2026,Q1,1.0
WestMed_PV_Com2026,Q2,1.0
WestMed_PV_Com2026,Q3,1.0
WestMed_PV_Com2026,Q4,1.0
WestAna_PV_Com2026,Q1,1.0
WestAna_PV_Com2026,Q2,1.0
WestAna_PV_Com2026,Q3,1.0
WestAna_PV_Com2026,Q4,1.0
EastMed_PV_Com2026,Q1,1.0
EastMed_PV_Com2026,Q2,1.0
EastMed_PV_Com2026,Q3,1.0
EastMed_PV_Com2026,Q4,1.0
EastAna_PV_Com2026,Q1,1.0
EastAna_PV_Com2026,Q2,1.0
EastAna_PV_Com2026,Q3,1.0
EastAna_PV_Com2026,Q4,1.0
SouthEast_PV_Com2026,Q1,1.0
SouthEast_PV_Com2026,Q2,1.0
SouthEast_PV_Com2026,Q3,1.0
SouthEast_PV_Com2026,Q4,1.0
NorthWest_PV_Com2026,Q1,1.0
NorthWest_PV_Com2026,Q2,1.0
NorthWest_PV_Com2026,Q3,1.0
NorthWest_PV_Com2026,Q4,1.0
CenterAna_PV_Com2026,Q1,1.0
CenterAna_PV_Com2026,Q2,1.0
CenterAna_PV_Com2026,Q3,1.0
CenterAna_PV_Com2026,Q4,1.0
CenterBlack_PV_Com2026,Q1,1.0
CenterBlack_PV_Com2026,Q2,1.0
CenterBlack_PV_Com2026,Q3,1.0
CenterBlack_PV_Com2026,Q4,1.0
Trakia_PV_Com2026,Q1,1.0
Trakia_PV_Com2026,Q2,1.0
Trakia_PV_Com2026,Q3,1.0
Trakia_PV_Com2026,Q4,1.0
WestMed_PV_Com2027,Q1,1.0
WestMed_PV_Com2027,Q2,1.0
WestMed_PV_Com2027,Q3,1.0
WestMed_PV_Com2027,Q4,1.0
WestAna_PV_Com2027,Q1,1.0
WestAna_PV_Com2027,Q2,1.0
WestAna_PV_Com2027,Q3,1.0
WestAna_PV_Com2027,Q4,1.0
EastMed_PV_Com2027,Q1,1.0
EastMed_PV_Com2027,Q2,1.0
EastMed_PV_Com2027,Q3,1.0
EastMed_PV_Com2027,Q4,1.0
EastAna_PV_Com2027,Q1,1.0
EastAna_PV_Com2027,Q2,1.0
EastAna_PV_Com2027,Q3,1.0
EastAna_PV_Com2027,Q4,1.0
SouthEast_PV_Com2027,Q1,1.0
SouthEast_PV_Com2027,Q2,1.0
SouthEast_PV_Com2027,Q3,1.0
SouthEast_PV_Com2027,Q4,1.0
NorthWest_PV_Com2027,Q1,1.0
NorthWest_PV_Com2027,Q2,1.0
NorthWest_PV_Com2027,Q3,1.0
NorthWest_PV_Com2027,Q4,1.0
CenterAna_PV_Com2027,Q1,1.0
CenterAna_PV_Com2027,Q2,1.0
