g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
Ubongo_I_TH_TZA,Tanzania,ICE,Gas,2007,2027,102,1,,8.98,0.3,0.3,,0.2,5900,4.5,0,,30,,,,,,,
New_OCGT_TH_DRC,DRC,OCGT,Gas,2028,2058,500,3,,9.75,,,,,20000,4,,1.016815742,,150,,,,,,
FuelOil_TH_TZA,Tanzania,ICE,HFO,2013,2032,70,1,,10.8,,,,,,,0,,,,,,,,,
JNHPP_1_HY_TZA,Tanzania,ReservoirHydro,Water,2024,2060,2115,1,,,0.13,0.13,,0.34,1640,0.5,0,,50,,,,,,,
Diesel_TH_TZA,Tanzania,ICE,Diesel,2013,2032,60,1,,10.8,0.16,0.16,,0.2,13300,4.5,0,,30,,,,,,,
Tegeta_TH_TZA,Tanzania,ICE,Gas,2009,2029,45,1,,8.34,0.09,0.09,,0.2,6900,4.5,0,,30,,,,,,,
Mtwara_TH_TZA,Tanzania,OCGT,Gas,2018,2035,31,1,,8.34,0.3,0.3,,,8200,,0,,,,,,,,,
New_OffshoreWind_AGO,Angola,OffshoreWind,Wind,2030,2060,8000,3,,,1,1,0,0,60000,,0,3.3,,50,0,,0,0,1,0
TPC_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2030,9,1,,11.5,0,0,,,,4.1,0,,,,,,,,,
Kidatu_HY_TZA,Tanzania,ROR,Water,1975,2060,204,1,,,0.13,0.13,,0.34,1600,0.5,0,,50,,,,,,,
Somanga_TH_TZA,Tanzania,OCGT,Gas,2010,2030,8,1,,8.34,0.3,0.3,,,8200,,0,,,,,,,,,
Small_PV_TZA,Tanzania,PV,Solar,2024,2060,7,1,,,,,,,,,0,,,,,,,,,
Small_Wind_TZA,Tanzania,OnshoreWind,Wind,2024,2060,2,1,,,,,,,,,0,,,,,,,,,
Tanwat_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2029,2,1,,11.5,0.08,0.08,,,,4.1,0,,,,,,,,,
MphandaNkuwa_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2033,2112,1500,2,,,,,,0.406440138,,,0,4.436550388,50,1500,0,,0,0,0,0
New_OffshoreWind_NAM,Namibia,OffshoreWind,Wind,2032,2060,200,3,,,1,1,0,0,60000,,0,3.3,,25,0,,0,0,1,0
New_OnshoreWind_AGO,Angola,OnshoreWind,Wind,2028,2060,8000,3,,,1,1,,,30000,,,1.3,,50,,,,,1,
Kihansi_HY_TZA,Tanzania,ROR,Water,2000,2060,180,1,,,0.17,0.17,,0.31,2300,0.003,0,,,,,,,,,
New_OnshoreWind_BWA,Botswana,OnshoreWind,Wind,2027,2057,8000,3,,,1,1,,,30000,,,1.3,,25,,,,,1,
Malagarasi_HY_TZA,Tanzania,ROR,Water,2028,2108,50,2,,,,,,0.22,40000,0.5,0,2.8,,50,,,,,,
New_OnshoreWind_DRC,DRC,OnshoreWind,Wind,2027,2056,8000,3,,,1,1,,,30000,,,1.3,,70,,,,,1,
New_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,2027,2056,8000,3,,,1,1,,,30000,,,1.3,,45,,,,,1,
New_OnshoreWind_LSO,Lesotho,OnshoreWind,Wind,2028,2056,500,3,,,1,1,,,30000,,,1.3,,20,,,,,1,
New_OnshoreWind_SWZ,Eswatini,OnshoreWind,Wind,2031,2061,100,3,,,1,1,,,30000,,,1.3,,20,,,,,1,
New_OnshoreWind_TZA,Tanzania,OnshoreWind,Wind,2025,2060,400,3,,,1,1,,,30000,,,1.3,,60,,,,,1,
New_OnshoreWind_ZWE,Zimbabwe,OnshoreWind,Wind,2028,2058,200,3,,,1,1,,,30000,,,1.3,,20,,,,,1,
AltoMalema_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,60,3,,,,,,,,,,,,60,,,,,,
Beluluane_TH_MOZ,Mozambique_South,CCGT,Gas,2030,2060,2000,3,0.2,9.75,,,,0.2,30000,2,0,1.245080501,,100,0,,,0.05,0,0
Kishapu_I_PV_TZA,Tanzania,PV,Solar,2025,2060,50,2,,,,,,,15000,,,0.8,,50,,,,,,
Kishapu_II_PV_TZA,Tanzania,PV,Solar,2026,2060,50,2,,,,,,,15000,,,0.8,,50,,,,,,
Kishapu_III_PV_TZA,Tanzania,PV,Solar,2027,2060,50,2,,,,,,,15000,,,0.8,,50,,,,,,
Boroma_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2037,2110,200,3,,,,,,,,,,,,200,,,,,,
New_PV_2029_AGO,Angola,PV,Solar,2029,2059,1000,3,,,,,,,15000,,,0.8,,40,,,,,1,
New_PV_2030_AGO,Angola,PV,Solar,2030,2060,8000,3,,,,,,,15000,,,0.8,,40,,,,,1,
CTMJICA2_TH_MOZ,Mozambique_South,OCGT,Gas,2028,2048,29,3,,,,,,,20000,,,1.016815742,,29,0,,,0.05,0,0
CuambaII_PV_MOZ,Mozambique_North,PV,Solar,2028,2058,30,3,,0,1,1,,,,,,,,30,,,,,,
New_PV_BWA,Botswana,PV,Solar,2029,2059,8000,3,,,,,,,15000,,,0.8,,40,,,,,1,
New_PV_DRC,DRC,PV,Solar,2026,2060,4000,3,,,,,,,15000,,,0.8,,70,,,,,1,
New_PV_DRCSouth,DRC_South,PV,Solar,2026,2060,4000,3,,,,,,,15000,,,0.8,,40,,,,,1,
New_PV_LSO,Lesotho,PV,Solar,2026,2060,500,3,,,,,,,15000,,,0.8,,15,,,,,1,
New_PV_TZA,Tanzania,PV,Solar,2027,2052,250,3,,,,,,,15000,,,0.8,,40,,,,,,
7Yards_PV_ZMB,Zambia,PV,Solar,2027,2057,100,3,,,,,,,15000,,,0.8,,50,,,,,1,
Lufubu_HY_ZMB,Zambia,ReservoirHydro,Water,2029,2109,163,3,,,,,,0.278070484,50000,0.5,,3.12,50,163,0,,0,0,0,0
Serenje_PV_ZMB,Zambia,PV,Solar,2027,2057,50,3,,,,,,,15000,,,0.8,,50,,,,,1,
New_PV_ZMB,Zambia,PV,Solar,2028,2060,600,3,,,,,,,15000,,,0.8,,50,,,,,1,
Muzarabani_TH_ZWE,Zimbabwe,CCGT,Gas,2027,2052,500,3,,,,,,,,,,,,,,,,,,
Munyati_PV_ZWE,Zimbabwe,PV,Solar,2028,2058,100,3,,,,,,,15000,,,0.8,,30,,,,,1,
NewCCGTNG_TH_LSO,Lesotho,CCGT,Gas,2027,2074,500,0,,,,,,,30000,2,,1.17732737,,28,0,7,9.7,0.05,0,0
NewCCGTNG_TH_SWZ,Eswatini,CCGT,Gas,2030,2077,500,0,,9.75,,,,,30000,2,,1.245080501,,30,0,,,0.05,0,0
Ngaka_I_TH_TZA,Tanzania,ST,Coal,2060,2060,200,0,,9.73,,,,,,,0,,,200,,,,,,
Ngaka_II_TH_TZA,Tanzania,ST,Coal,2060,2060,400,0,,9.73,,,,,,,0,,,200,,,,,,
Ngozi_I_TH_TZA,Tanzania,ST,Geothermal,2050,2060,30,0,,,,,,,,,0,,,30,,,,,,
Ngozi_II_TH_TZA,Tanzania,ST,Geothermal,2050,2060,30,0,,,,,,,,,0,,,30,,,,,,
Nzoro_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,108,3,,,,,,0.278070484,50000,0.5,,3.12,50,109,0,,0,0,0,0
Oxbow_HY_LSO,Lesotho,ReservoirHydro,Water,2029,2109,80,3,,,,,,0.2785,50000,0.5,,3.12,50,80,0,,0,0,0,0
PV_2027_MWI,Malawi,PV,Solar,2027,2057,150,3,,,,,,,15000,,,0.8,,20,,,,,1,
PV_2030_MWI,Malawi,PV,Solar,2030,2060,100,3,,,,,,,15000,,,0.8,,20,,,,,1,
PV_Tender2_SWZ,Eswatini,PV,Solar,2027,2060,75,3,,6.84,,,,,13400,,,1.5,25,75,,,,,,
Mtera_HY_TZA,Tanzania,ReservoirHydro,Water,1988,2060,80,1,,,0.25,0.25,,0.24,4100,0.5,0,,50,,,,,,,
PV_Tender3_BESS_SWZ,Eswatini,PV,Solar,2028,2060,50,3,,,,,,,13400,,,1.5,25,50,,,,,,
PV_Tender4_BESS_SWZ,Eswatini,PV,Solar,2028,2060,50,3,,,,,,,13400,,,1.5,25,50,,,,,,
New_Pangani_Falls_HY_TZA,Tanzania,ROR,Water,1995,2060,68,1,,,0.25,0.25,,0.2,3400,0.003,0,,,,,,,,,
Nyumba_Ya_Mungu_HY_TZA,Tanzania,ReservoirHydro,Water,1968,2060,8,1,,,0.25,0.25,,0.29,15800,0.5,0,,50,,,,,,,
Quilengues_HY_AGO,Angola,ReservoirHydro,Water,2045,2060,210,3,,,,,,0.278070484,50000,0.5,,3.12,50,210,0,,0,0,0,0
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,2,,,1,1,,,30000,,,1.3,,75,,,,,1,
Ruhudji_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2112,358,3,,,,,,0.43,50000,0.5,,3.12,50,358,,,,,,
Rumakali_TH_TZA,Tanzania,ReservoirHydro,Water,2035,2110,222,2,,,,,,0.31,50000,0.5,,3.12,50,222,,,,,,
SmallPV_2025_PV_TZA,Tanzania,PV,Solar,2025,2060,70,2,,,,,,,15000,,,0.8,,70,,,,,,
SmallPV_2026_PV_TZA,Tanzania,PV,Solar,2026,2060,48,2,,,,,,,15000,,,0.8,,48,,,,,,
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,300,0,0.3,9.853126851,,,,,,,,2.84,,0,0,,0,0.05,0,0
Rukwa_I_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.73,,,,,,,0,,,300,,,,,,
Rukwa_II_TH_TZA,Tanzania,ST,Coal,2060,2060,600,0,,9.73,,,,,,,0,,,300,,,,,,
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2105,27,2,,,,,,0.18,40000,0.5,0,2.8,,27,,,,,,
SmallHydro_2025_HY_TZA,Tanzania,ReservoirHydro,Water,2025,2105,14,2,,,0.25,0.25,,0.29,50000,0.5,,3.12,,14,,,,,,
SmallHydro_2026_HY_TZA,Tanzania,ReservoirHydro,Water,2026,2106,15,2,,,0.25,0.25,,0.29,50000,0.5,,3.12,,15,,,,,,
SmallHydro_2027_HY_TZA,Tanzania,ReservoirHydro,Water,2027,2107,27,2,,,0.25,0.25,,0.29,50000,0.5,,3.12,,27,,,,,,
SmallHydro_HY_TZA,Tanzania,ROR,Water,2016,2060,40,1,,,0.25,0.25,,0.22,15800,0.5,0,,,,,,,,,
Dondo_PV_MOZ,Mozambique_Central,PV,Solar,2027,2057,30,3,,0,1,1,,,,,,,,30,,,,,,
Ruzizi4_HY_DRC,DRC,ReservoirHydro,Water,2037,2115,270,3,,,,,,0.31,50000,0.5,,3.12,50,270,0,,0,0,0,0
SA_NewGas_ESKOM_ZAF,South_Africa,CCGT,Gas,2029,2078,3000,3,,9.75,,,,,30000,2,0,1.245080501,,3000,0,,,0.05,0,3000
Jangamo_OnshoreWind_MOZ,Mozambique_South,OnshoreWind,Wind,2028,2058,50,3,,,,,,,,,,,,50,,,,,,
Lichinga_PV_MOZ,Mozambique_North,PV,Solar,2028,2058,30,3,,0,1,1,,,,,,,,30,,,,,,
Lupata_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2035,2110,650,3,,,,,,0.406440138,,,0,4.248837209,,650,0,,0,0,0,0
Manje_PV_MOZ,Mozambique_Central,PV,Solar,2028,2058,30,3,,0,1,1,,,,,,,,30,,,,,,
Mapai_HY_MOZ,Mozambique_South,ReservoirHydro,Water,2040,2110,75,3,,,,,,,,,,,,75,,,,,,
Massingir_HY_MOZ,Mozambique_South,ROR,Water,2033,2110,18,3,,,,,,,,,,,,18,,,,,,
MavuziII_HY_MOZ,Mozambique_Central,ROR,Water,2034,2110,37,3,,,,,,,,,,,,18,,,,,,
Mugeba_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,150,3,,,,,,,,,,,,150,,,,,,
Nacala_TH_MOZ,Mozambique_North,OCGT,Gas,2030,2060,250,3,,,,,,,20000,,,1.016815742,,250,,,,,,
Namaacha_OnshoreWind_MOZ,Mozambique_South,OnshoreWind,Wind,2028,2058,120,3,,,,,,,,,,,,120,,,,,,
New_OffshoreWind_MOZ,Mozambique_South,OffshoreWind,Wind,2032,2062,8000,3,,0,1,1,0,0,70000,0,0,3.2,,200,0,,0,0,1,0
New_OnshoreWind2030_MOZ,Mozambique_South,OnshoreWind,Wind,2030,2060,4000,3,,,,,,,,,,,,150,,,,,,
New_OnshoreWind2030_MOZ,Mozambique_Central,OnshoreWind,Wind,2030,2060,4000,3,,,,,,,,,,,,100,,,,,,
New_PV_2026_MOZ,Mozambique_Central,PV,Solar,2026,2056,200,3,,0,1,1,,,,,,,,200,,,,,,
New_PV_2030_MOZ_CE,Mozambique_Central,PV,Solar,2030,2060,8000,3,,0,1,1,,,,,,,,100,,,,,,
New_PV_2030_MOZ_NO,Mozambique_North,PV,Solar,2030,2060,3000,3,,0,1,1,,,,,,,,100,,,,,,
Ruo_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,85,3,,,,,,,,,,,,85,,,,,,
SA_SolarGeneric_2031_REN_ZAF,South_Africa,PV,Solar,2031,2056,18400,3,,,,,,,15000,,,0.8,,1600,,,,,1,
SA_WindNew_REN_ZAF,South_Africa,OnshoreWind,Wind,2031,2060,35700,3,,,1,1,0,0,30000,,0,3.4,,3000,0,,0,0,1,0
SACCGTNG2032_TH_ZAF,South_Africa,CCGT,Gas,2032,2062,15250,3,,9.75,,,,,30000,2,0,1.245080501,,1250,0,,,0.05,0,
Singida_II_WIND_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,3,,,1,1,,,30000,,,1.3,,75,,,,,1,
Somanga_Mtama_TH_TZA,Tanzania,CCGT,Gas,2030,2060,345,3,0.2,9.75,,,,0.2,30000,2,0,1.3,,30,,,,,0.05,
Somanga_PPP_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,30000,2,0,1.1,,30,,,,,0.05,
Somanga_Tanesco_TH_TZA,Tanzania,CCGT,Gas,2030,2060,450,3,0.2,9.75,,,,0.2,30000,2,0,1.1,,30,,,,,0.05,
Sombwe_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,300,0,,,,,,0.193435172,,,0,4.248837209,50,300,0,,0,0,0,0
Songwe_Manolo_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2110,88,3,,,,,,0.38,50000,0.5,,3.1,50,88,,,,,,
Songwe_Sofre_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2110,80,3,,,,,,0.34,50000,0.5,,3,50,80,,,,,,
Thuli_TH_ZWE,Zimbabwe,ST,Coal,2028,2058,100,3,0.3,9.853126851,,,,,60000,2,,2.466504472,,160,0,,0,0.05,0,0
UnionPeak_TH_ZWE,Zimbabwe,ST,Coal,2030,2060,120,3,0.3,9.853127,,,,,60000,2,,2.466504,,160,0,,0,0.05,0,0
Titan_TH_ZWE,Zimbabwe,ST,Coal,2028,2060,120,3,0.3,9.853126851,,,,,60000,2,,2.466504472,,160,0,,0,0.05,0,0
Tsate_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2035,2110,50,3,,,,,,,,,,,,50,,,,,,
Upper_Kihansi_HY_TZA,Tanzania,ROR,Water,2035,2110,47,3,,,,,,0.17,40000,0.5,0,2.8,,47,,,,,,
Vuka_HY_AGO,Angola,ROR,Water,2032,2112,121,3,,,,,,0.278070484,50000,0.5,,3.12,50,121,0,,0,0,0,0
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2061,10,3,,10,,,,,100000,2.5,,1.5,,10,0,,0,0,0,0
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350,3,,,1,1,,,30000,,,1.3,,20,,,,,1,
Zenzo_HY_AGO,Angola,ReservoirHydro,Water,2045,2115,570,3,,,,,,0.278070484,50000,0.5,,3.12,50,570,0,,0,0,0,0
ZhongJinHeli_TH_ZWE,Zimbabwe,ST,Coal,2025,2060,100,0,,,,,,,,,0,0,50,0,0,,0,0,0,0
ZhongXinIPP_Phase2_TH_ZWE,Zimbabwe,ST,Coal,2026,2060,270,0,,,,,,,,,0,0,50,0,0,,0,0,0,0
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,0,,10.41544727,,,,,20000,4.4,,0.933810376,,500,0,,0,0.06,0,0
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSPPlant,CSP,2024,2064,0,0,,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,,0,0,0,0
ZZEE_TH_ZWB,Zimbabwe,ST,Coal,2028,2060,270,0,,,,,,,,,0,0,50,270,0,,0,0,0,0
