gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
SACCGTNG2025_TH_ZAF,South_Africa,CCGT,Gas,2025,2078,1220,2,,,,,,,,,0,1.245080501,,1220,0,7,7.1,0.05,0,0
SACCGTNG2027_TH_ZAF,South_Africa,CCGT,Gas,2027,2078,1000,3,,,,,,,,,0,1.245080501,,1000,0,7,7.1,0.05,0,0
SACCGTNG2028_TH_ZAF,South_Africa,CCGT,Gas,2028,2078,4000,3,,,,,,,,,0,1.245080501,,4000,0,7,7.1,0.05,0,0
SACCGTNGcan_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,3750,3,,,,,,,,,,1.245080501,,1875,0,7,7.1,0.05,0,0
SACoal(Large)_TH_ZAF,South_Africa,ST,Coal,2025,2075,7500,3,,8.6,,,,,,,,4.073488372,,2500,0,,0,0.05,0,312.5
SACoal(Medium)_TH_ZAF,South_Africa,ST,Coal,2025,2075,2600,3,,8.6,,,,,,,,5.447227191,,2600,0,,0,0.05,0,325
SACoal(Medium)can_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,3,,8.6,,,,,,,,4.416923077,,2500,0,,0,0.05,0,312.5
SACoal(Medium)new_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,3,,8.6,,,,,,,,4.416923077,,1500,0,,0,0.05,0,375
SACSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2059,0,1,,0,1,1,0,0.8,22000,3,0,0,30,0,0,,0,0,0,0
SAGenericBiomass_BIO_ZAF,South_Africa,ST,Biomass,2024,2074,500,3,,10,0.33,0.33,,0.8,48000,,,4.423148479,,500,0,,0,0,0,500
Salima_PV_MWI,Malawi,PV,Solar,2022,2060,60,1,,0,,,,,,,,0,,0,0,,0,0,1,0
SANuclear_NU_ZAF,South_Africa,ST,Uranium,2035,2073,8000,3,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2000,0,,0,0.6,0,0
SAOCGTNG_TH_ZAF,South_Africa,OCGT,Gas,2031,2081,700,3,0.2,,,,,,,,,1.016815742,,700,0,7,9.7,0.05,0,0
Sasolburg_TH_ZAF,South_Africa,OCGT,Gas,2012,2062,175,1,0.06,9.990938997,,,,,,,,0,,,0,7,10.690939,0.05,0,0
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,1,,12.08277112,,,,,,,,0,,,0,,0,0.05,0,130
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,OCGT,Gas,2010,2060,150,1,0.2,11.49796803,,,,,,,,0,,,0,7,12.19796803,0.05,0,0
Serengeti_Nkhotakota,Malawi,PV,Solar,2022,2060,21,1,,0,,,,,,,,0,,0,0,,0,0,1,0
Singida_II,Tanzania,OnshoreWind,Wind,2026,2060,75,3,,,,,,,,,,,,75,,,,,,
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,2,,,,,,,,,,,,75,,,,,,
Small_PV,Tanzania,PV,Solar,2024,2060,7,1,,,,,,,,,,,,,,,,,,
Small_Wind,Tanzania,OnshoreWind,Wind,2024,2060,2,1,,,,,,,,,,,,,,,,,,
SmallHydro_2025,Tanzania,ReservoirHydro,Water,2025,2060,14,2,,,0.25,0.25,,0.29,15800,0.5,,4.2,,14,,,,,,
SmallHydro_2026,Tanzania,ReservoirHydro,Water,2026,2060,15,2,,,0.25,0.25,,0.29,15800,0.5,,4.2,,15,,,,,,
SmallHydro_2027,Tanzania,ReservoirHydro,Water,2027,2060,27,2,,,0.25,0.25,,0.29,15800,0.5,,4.2,,27,,,,,,
SmallHydro_HY_DRC,DRC,ReservoirHydro,Water,2000,2060,187,1,,,,,,0.193435172,,,0,0,50,,0,,0,0,0,0
SmallHydro_TZA,Tanzania,ReservoirHydro,Water,2016,2060,40,1,,,0.25,0.25,,0.22,15800,0.5,,,,,,,,,,
SmallPV_2025,Tanzania,PV,Solar,2025,2060,70,2,,,,,,,,,,0.9,,70,,,,,,
SmallPV_2026,Tanzania,PV,Solar,2026,2060,48,2,,,,,,,,,,0.9,,48,,,,,,
SolarRound(PV)_ZMB,Zambia,PV,Solar,2019,2060,88,1,,0,,,,,,,,0,,,0,,0,0,1,0
SolarRound(PV)New_ZMB,Zambia,PV,Solar,2023,2060,35,1,,0,,,,,,,,0,,,0,,0,0,1,0
Somanga,Tanzania,OCGT,Gas,2010,2030,8,1,0.5,8.34,0.3,0.3,,,8200,,,,,,,,,,,
Somanga_Mtama,Tanzania,CCGT,Gas,2030,2060,345,3,0.3,,,,,,30000,,,1.3,,345,,,,,,
Somanga_PPP,Tanzania,CCGT,Gas,2030,2060,300,3,0.3,,,,,,30000,,,1.1,,300,,,,,,
Somanga_Tanesco,Tanzania,CCGT,Gas,2030,2060,450,3,0.3,,,,,,30000,,,1.1,,450,,,,,,
Sombwe_HY_DRC,DRC,ReservoirHydro,Water,2024,2060,300,3,,,,,,0.193435172,,,0,4.248837209,50,300,0,,0,0,0,0
Songas,Tanzania,OCGT,Gas,2004,2034,189,1,0.2,9.6,0.1,0.1,,,13300,,,,,,,,,,,
Songwe_Manolo,Tanzania,ReservoirHydro,Water,2030,2060,88,3,,,0.25,0.25,,0.38,4090,0.5,,3.1,50,88,,,,,,
Songwe_Sofre,Tanzania,ReservoirHydro,Water,2030,2060,80,3,,,0.25,0.25,,0.34,4090,0.5,,3,50,80,,,,,,
SreenbrasPH_HY_ZAF,South_Africa,Storage,Water,1988,2060,180,1,,0,1,1,0,0.8,46500,0.55,0,0,50,,0,,0,0,0,0
SwazilandBiomass_BIO_SWZ,Eswatini,ST,Biomass,2030,2080,35,3,,11.1842406,0.33,0.33,,0.8,48000,,,4.423148479,,35,0,,0,0,0,35
Tanwat_Bio,Tanzania,ST,Biomass,2010,2029,2,1,0.4,11.5,0.08,0.08,,,,4.1,,,,,,,,,,
"Tedzani_I,_II,_III_HY_MWI",Malawi,ReservoirHydro,Water,2000,2060,102,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Tedzani_IV_HY_MWI,Malawi,ReservoirHydro,Water,2021,2060,19,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Tegeta,Tanzania,ICE,Gas,2009,2029,45,1,0.3,8.34,0.09,0.09,,0.2,6900,4.5,,,30,,,,,,,
Temane_TH_MOZ,Mozambique,OCGT,Gas,2000,2055,1,1,0.06,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Temane2_TH_MOZ,Mozambique,OCGT,Gas,2014,2064,9.2,1,0.06,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Titan_TH_ZWE,Zimbabwe,ST,Coal,2026,2060,160,2,,,,,,,,,0,0,50,0,0,,0,0,0,0
TPC_Bio,Tanzania,ST,Biomass,2010,2030,9,1,0.4,11.5,0,0,,,,4.1,,,,,,,,,,
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2040,3510,1,,12.8,,,,,,,,0,,,0,,0,0.05,0,610
Ubongo_I,Tanzania,ICE,Gas,2007,2027,102,1,0.42,8.98,0.3,0.3,,0.2,5900,4.5,,,30,,,,,,,
Ubungo_II,Tanzania,OCGT,Gas,2012,2031,129,1,0.39,10.23,0.1,0.1,,,5700,,,,,,,,,,,
Ubungo_III,Tanzania,OCGT,Gas,2022,2042,113,1,0.4,10.23,0.1,0.1,,,5700,,,,,,,,,,,
Upper_Kihansi,Tanzania,ReservoirHydro,Water,2030,2060,47,3,,,0.25,0.25,,0.17,4090,0.5,,1.8,,47,,,,,,
Vanderkloof_HY_ZAF,South_Africa,ReservoirHydro,Water,1977,2060,240,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,50,1,,15.9,,,,,,11,,0,50,,0,,0,0.1,0,33
VictoriaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1968,2060,108,1,,,,,,0.436146831,,,0,0,50,,0,,0,0,0,0
Vuka_HY_AGO,Angola,ReservoirHydro,Water,2032,2060,121,3,,,,,,0.121826136,,,0,4.248837209,50,121,0,,0,0,0,0
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2060,10,3,,10,,,,,,10,,7.2,,10,0,,0,0,0,0
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350,3,,0,1,1,,,,,,,,50,0,,0,0,1,0
Wovwe_additional_HY_MWI,Malawi,ReservoirHydro,Water,2027,2060,4.5,2,,,,,,0.325077306,,,0,3.536,50,5,0,,0,0,0,0
Wovwe_HY_MWI,Malawi,ReservoirHydro,Water,2000,2060,4,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,1,0.2,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,,0,0,0,0
Zenzo_HY_AGO,Angola,ReservoirHydro,Water,2035,2075,570,3,,,,,,0.3325,,,0,4.248837209,50,570,0,,0,0,0,0
ZhongJinHeli_TH_ZWE,Zimbabwe,ST,Coal,2025,2060,100,2,,,,,,,,,0,0,50,0,0,,0,0,0,0
ZhongXinIPP_Phase2_TH_ZWE,Zimbabwe,ST,Coal,2026,2060,270,2,,,,,,,,,0,0,50,0,0,,0,0,0,0
ZhongXinIPP_TH_ZWE,Zimbabwe,ST,Coal,2022,2060,50,1,,,,,,,,,0,0,50,0,0,,0,0,0,0
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,3,,10.41544727,,,,,,,,0.933810376,,500,0,,0,0.06,0,0
Zimplats_PV_ZWE,Zimbabwe,PV,Solar,2026,2060,180,2,,0,,,,,,,,,,600,0,,0,0,1,0
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSPPlant,CSP,2024,2064,0,3,,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,,0,0,0,0
ZZEE_TH_ZWB,Zimbabwe,ST,Coal,2028,2060,270,3,,,,,,,,,0,0,50,0,0,,0,0,0,0
