gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
Ruacana_HY_NAM,Namibia,ReservoirHydro,Water,1975,2060,347,1,,,,,,0.175,,,0,0,50,,0,,0,0,0,0
Ruhudji,Tanzania,ReservoirHydro,Water,2032,2060,358,3,,,,,,0.285,1640,0.5,,1.4794,,358,0,,0,0,0,0
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,0,3,,9.853126851,,,,,,,,2.84,,0,0,,0,0.05,0,0
Rumakali,Tanzania,ReservoirHydro,Water,2030,2060,222,3,,,,,,0.305,1640,0.5,,2.197,,222,0,,0,0,0,0
Rusumo_HY_TZA,Tanzania,ReservoirHydro,Water,2025,2060,26.7,2,,,,,,0.29,1640,0.5,0,4.248837209,50,26.7,0,,0,0,0,0
Ruzizi12Tshopo_HY_ZAR,DRC,ReservoirHydro,Water,1972,2060,40,1,,,,,,0.31,,,0,0,50,,0,,0,0,0,0
Ruzizi3_HY_ZAR,DRC,ReservoirHydro,Water,2024,2060,110,3,,,,,,0.31,,,0,4.248837209,50,110,0,,0,0,0,0
Ruzizi4_HY_ZAR,DRC,ReservoirHydro,Water,2024,2060,270,3,,,,,,0.31,,,0,4.248837209,50,270,0,,0,0,0,0
SA_CahoraBassa29_HY_MOZ,Mozambique,ReservoirHydro,Water,2000,2060,1375,1,,,,,,0.4,,,0,0,50,,0,,0,0,0,0
SA_CahoraBassa30_HY_MOZ,Mozambique,ReservoirHydro,Water,2034,2060,1245,3,,,,,,0.4,,,0,4.251,50,,0,,0,0,0,0
SACCGTNG_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,1875,3,,,,,,,,,,1.245080501,,937.5,0,7,7.1,0.05,0,0
SACCGTNG2025_TH_ZAF,South_Africa,CCGT,Gas,2025,2078,1220,2,,,,,,,,,0,1.245080501,,1220,0,7,7.1,0.05,0,0
SACCGTNG2027_TH_ZAF,South_Africa,CCGT,Gas,2027,2078,1000,3,,,,,,,,,0,1.245080501,,1000,0,7,7.1,0.05,0,0
SACCGTNG2028_TH_ZAF,South_Africa,CCGT,Gas,2028,2078,4000,3,,,,,,,,,0,1.245080501,,4000,0,7,7.1,0.05,0,0
NewGas_ZAF,South_Africa,CCGT,Gas,2030,2078,10000,3,,,,,,,,,0,1.245080501,,2000,0,7,7.1,0.05,0,0
SACCGTNGcan_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,3750,3,,,,,,,,,,1.245080501,,1875,0,7,7.1,0.05,0,0
SACoal(Large)_TH_ZAF,South_Africa,ST,Coal,2025,2075,7500,3,,8.6,,,,,,,,4.073488372,,2500,0,,0,0.05,0,312.5
SACoal(Medium)_TH_ZAF,South_Africa,ST,Coal,2025,2075,2600,3,,8.6,,,,,,,,5.447227191,,2600,0,,0,0.05,0,325
SACoal(Medium)can_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,3,,8.6,,,,,,,,4.416923077,,2500,0,,0,0.05,0,312.5
SACoal(Medium)new_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,3,,8.6,,,,,,,,4.416923077,,1500,0,,0,0.05,0,375
SACSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2059,200,1,0,0,1,1,0,0.8,22000,3,0,0,30,0,0,,0,0,0,0
SAGenericBiomass_BIO_ZAF,South_Africa,ST,Biomass,2024,2074,500,3,,10,0.33,0.33,,0.8,48000,,,4.423148479,,500,0,,0,0,0,500
SAGenericSolarPV(Large)22_REN_ZAF,South_Africa,PV,Solar,2022,2060,0,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
SAGenericSolarPV(Medium)23_REN_ZAF,South_Africa,PV,Solar,2023,2060,0,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
SAGenericSolarPV(Medium)24_REN_ZAF,South_Africa,PV,Solar,2024,2060,0,2,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,,0,0,1,0
SAGenericSolarPV(Medium)25_REN_ZAF,South_Africa,PV,Solar,2025,2060,525,2,0,0,1,1,0,0,15000,0,0,0.8,25,2115,0,,0,0,1,0
SAGenericSolarPV(Medium)26_REN_ZAF,South_Africa,PV,Solar,2026,2060,0,2,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,,0,0,1,0
SAGenericSolarPV(Medium)27_REN_ZAF,South_Africa,PV,Solar,2027,2060,8526,2,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,,0,0,1,0
SAGenericSolarPV(Medium)28_REN_ZAF,South_Africa,PV,Solar,2028,2060,0,2,0,0,1,1,0,0,15000,0,0,0.8,25,500,0,,0,0,1,0
SAGenericSolarPV(Medium)29_REN_ZAF,South_Africa,PV,Solar,2029,2060,0,2,0,0,1,1,0,0,15000,0,0,0.8,25,500,0,,0,0,1,0
SAGenericSolarPV(Medium)30_REN_ZAF,South_Africa,PV,Solar,2030,2060,0,2,0,0,1,1,0,0,15000,0,0,0.8,25,500,0,,0,0,1,0
SAGenericWind21_REN_ZAF,South_Africa,OnshoreWind,Wind,2021,2051,0,1,0,0,1,1,0,0,22000,0,0,0,30,0,0,,0,0,1,0
SAGenericWind22_REN_ZAF,South_Africa,OnshoreWind,Wind,2022,2052,0,1,0,0,1,1,0,0,22000,0,0,0,30,0,0,,0,0,1,0
SAGenericWind23_REN_ZAF,South_Africa,OnshoreWind,Wind,2023,2053,0,1,0,0,1,1,0,0,22000,0,0,0,30,0,0,,0,0,1,0
SAGenericWind24_REN_ZAF,South_Africa,OnshoreWind,Wind,2024,2054,0,2,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,,0,0,1,0
SAGenericWind25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,850,2,0,0,1,1,0,0,22000,0,0,1.67,30,644,0,,0,0,1,0
SAGenericWind26_REN_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,0,2,0,0,1,1,0,0,22000,0,0,1.67,30,140,0,,0,0,1,0
SAGenericWind27_REN_ZAF,South_Africa,OnshoreWind,Wind,2027,2057,1692,2,0,0,1,1,0,0,22000,0,0,1.67,30,684,0,,0,0,1,0
SAGenericWind28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2058,0,2,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,,0,0,1,0
SAGenericWind29_REN_ZAF,South_Africa,OnshoreWind,Wind,2029,2059,0,2,0,0,1,1,0,0,22000,0,0,1.67,30,1500,0,,0,0,1,0
SAGenericWind30_REN_ZAF,South_Africa,OnshoreWind,Wind,2030,2060,0,2,0,0,1,1,0,0,22000,0,0,1.67,30,1500,0,,0,0,1,0
Salima_PV_MWI,Malawi,PV,Solar,2022,2060,60,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
SANuclear_NU_ZAF,South_Africa,ST,Uranium,2035,2073,8000,3,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2000,0,,0,0.6,0,0
SAOCGTNG_TH_ZAF,South_Africa,OCGT,Gas,2031,2081,700,3,0.2,,,,,,,,,1.016815742,,700,0,7,9.7,0.05,0,0
Sasolburg_TH_ZAF,South_Africa,OCGT,Gas,2012,2062,174.6,1,0.06,9.990938997,,,,,,,,0,,,0,7,10.690939,0.05,0,0
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,1,,12.08277112,,,,,,,,0,,,0,,0,0.05,0,130
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,OCGT,Gas,2010,2060,150,1,0.2,11.49796803,,,,,,,,0,,,0,7,12.19796803,0.05,0,0
Serengeti_Nkhotakota,Malawi,PV,Solar,2022,2060,21,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
Singida_II,Tanzania,OnshoreWind,Wind,2026,2051,75,3,0,0,1,1,0,0,40000,0,0,1.806,30,75,0,,0,0,1,0
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2056,75,2,0,0,1,1,0,0,22000,0,0,1.806,30,37.5,0,,0,0,1,0
SmallHydro_HY_ZAR,DRC,ReservoirHydro,Water,2000,2060,187,1,,,,,,0.193435172,,,0,0,50,,0,,0,0,0,0
SolarRound(PV)_ZMB,Zambia,PV,Solar,2019,2060,88,1,0,0,1,1,0,0,15000,0,0,0,25,,0,,0,0,1,0
SolarRound(PV)New_ZMB,Zambia,PV,Solar,2023,2060,35,1,0,0,1,1,0,0,15000,0,0,0,25,,0,,0,0,1,0
Somanga,Tanzania,OCGT,Gas,2010,2030,7.4,1,0.2,,0.3,0.3,,,,,,0,,,0,,0,0.05,0,0
Somanga_Mtama,Tanzania,CCGT,Gas,2028,2078,345,3,,,0.1,0.1,,,,,0,1.262,,345,0,,0,0.05,0,0
Somanga_PPP,Tanzania,CCGT,Gas,2028,2078,300,3,,,0.1,0.1,,,,,0,1.063,,300,0,,0,0.05,0,0
Somanga_Tanesco,Tanzania,CCGT,Gas,2028,2078,450,3,,,0.1,0.1,,,,,0,1.124,,450,0,,0,0.05,0,0
Sombwe_HY_ZAR,DRC,ReservoirHydro,Water,2024,2060,300,3,,,,,,0.193435172,,,0,4.248837209,50,300,0,,0,0,0,0
Songas,Tanzania,OCGT,Gas,2004,2024,178,1,0.2,,0.1,0.1,,,,,,0,,,0,,0,0.05,0,0
Songwe_Manolo,Tanzania,ReservoirHydro,Water,2030,2060,88,3,,,,,,0.2,4090,0.5,,3.9728,,88,0,,0,0,0,0
Songwe_Sofre,Tanzania,ReservoirHydro,Water,2030,2060,79.5,3,,,,,,0.19,4090,0.5,,3.8779,,79.5,0,,0,0,0,0
SouthernEnergy_TH_ZWE,Zimbabwe,ST,Coal,2021,2071,0,3,,9.22225941,,,,,,,,2.466504472,,0,0,,0,0.05,0,150
SoyoII_TH_AGO,Angola,CCGT,Gas,2055,2105,750,3,,,,,,,,,0,1.245080501,,750,0,7,7.1,0.05,0,0
SoyoIII_TH_AGO,Angola,CCGT,Gas,2055,2082,375,3,,,,,,,,,0,1.245080501,,375,0,7,7.1,0.05,0,0
SreenbrasPH_HY_ZAF,South_Africa,Storage,Water,1988,2060,180,1,,0,1,1,0,0.8,46500,0.55,0,0,50,,0,,0,0,0,0
New_BESS_AGO,Angola,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_BWA,Botswana,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_DRC,DRC,Storage,Battery,2027,2055,2000,3,,,,,,,,,,,,200,0,,0,0,0,0
New_BESS_DRCSouth,DRC_South,Storage,Battery,2027,2055,2000,3,,,,,,,,,,,,200,0,,0,0,0,0
New_BESS_LSO,Lesotho,Storage,Battery,2027,2055,500,3,,,,,,,,,,,,50,0,,0,0,0,0
New_BESS_MOZ,Mozambique,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_MWI,Malawi,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,100,0,,0,0,0,0
New_BESS_NAM,Namibia,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_ZWE,Zimbabwe,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_SWZ,Eswatini,Storage,Battery,2027,2055,1000,3,,,,,,,,,,,,100,0,,0,0,0,0
New_BESS_TZA,Tanzania,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
New_BESS_ZAF,South_Africa,Storage,Battery,2027,2055,15000,3,,,,,,,,,,,,1500,0,,0,0,0,0
New_BESS_ZMB,Zambia,Storage,Battery,2027,2055,4000,3,,,,,,,,,,,,400,0,,0,0,0,0
SwazilandBiomass_BIO_SWZ,Eswatini,ST,Biomass,2030,2080,35,3,,11.1842406,0.33,0.33,,0.8,48000,,,4.423148479,,35,0,,0,0,0,35
Tanwat_Bio_TZA,Tanzania,ST,Biomass,2011,2051,2.7,1,,10.8998955,,,,0.8,48000,,,0,,,0,,0,0,0,2.7
TanzaniaBiomass_BIO_TZA,Tanzania,ST,Biomass,2024,2074,32,3,,10,0.33,0.33,,0.8,,,,4.423148479,,32,0,,0,0,0,32
TanzaniaSolarPV_REN_TZA,Tanzania,PV,Solar,2024,2060,150,2,0,0,1,1,0,0,15000,0,0,0.8,25,150,0,,0,0,1,0
Taveta_HY_TZA,Tanzania,ReservoirHydro,Water,2030,2060,0,3,,,,,,0.275,,,0,4.8604,50,0,0,,0,0,0,0
"Tedzani_I,_II,_III_HY_MWI",Malawi,ReservoirHydro,Water,2000,2060,102,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Tedzani_IV_HY_MWI,Malawi,ReservoirHydro,Water,2021,2060,19.1,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Tegeta,Tanzania,OCGT,Gas,2009,2029,42,1,0.06,,0.09,0.09,,,,,,0,,,0,,0,0.06,0,0
TegetaIPTL_TH_TZA,Tanzania,ICE,HFO,2002,2027,23.92,1,,12.321621,,,,,,,,0,,,0,,0,0,0,0
Temane_TH_MOZ,Mozambique,OCGT,Gas,2000,2055,1.86,1,0.06,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Temane2_TH_MOZ,Mozambique,OCGT,Gas,2014,2064,9.2,1,0.06,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Tete_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
TPC_BIO_TZA,Tanzania,ST,Biomass,2010,2051,7.5,1,,10.8998955,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,7.5
Tsate_HY_MOZ,Mozambique,ReservoirHydro,Water,2027,2060,0,3,,,,,,0.406440138,,,0,4.248837209,50,0,0,,0,0,0,0
TumulodoCacador_HY_AGO,Angola,ReservoirHydro,Water,2055,2095,450,3,,,,,,0.3475,,,0,4.248837209,50,450,0,,0,0,0,0
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2040,3510,1,,12.8,,,,,,,,0,,,0,,0,0.05,0,610
Ubongo_I,Tanzania,OCGT,Gas,2007,2027,98,1,0.2,,0.3,0.3,,,,,,0,,,0,,0,0.05,0,0
Ubungo_II,Tanzania,OCGT,Gas,2012,2055,126,1,0.2,10.232,0.1,0.1,,,,,,0,,,0,,0,0.05,0,0
Ubungo_III,Tanzania,OCGT,Gas,2022,2055,112,1,0.2,10.232,0.1,0.1,,,,,,0,,,0,,0,0.05,0,0
Upper_Kihansi,Tanzania,ReservoirHydro,Water,2030,2060,47,3,,,,,,0.26,4090,0.5,0,2.392,50,47,0,,0,0,0,0
Vanderkloof_HY_ZAF,South_Africa,ReservoirHydro,Water,1977,2060,240,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,50,1,,11.373804,,,,,,,,0,,,0,,0,0.1,0,33
VictoriaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1968,2060,108,1,,,,,,0.436146831,,,0,0,50,,0,,0,0,0,0
Vuka_HY_AGO,Angola,ReservoirHydro,Water,2032,2060,121,3,,,,,,0.121826136,,,0,4.248837209,50,121,0,,0,0,0,0
WanieRukula_HY_ZAR,DRC,ReservoirHydro,Water,2024,2060,0,3,,,,,,0.193435172,,,0,4.248837209,50,0,0,,0,0,0,0
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2060,10,3,,10,,,,,,10,,7.2,,10,0,,0,0,0,0
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350,3,0,0,1,1,0,0,28000,0,0,1.6,30,50,0,,0,0,1,0
Wind_Tanzania,Tanzania,OnshoreWind,Wind,2027,2051,6000,3,0,0,1,1,0,0,40000,0,0,1.806,30,100,0,,0,0,1,0
Wovwe_additional_HY_MWI,Malawi,ReservoirHydro,Water,2027,2060,4.5,2,,,,,,0.325077306,,,0,3.536,50,4.5,0,,0,0,0,0
Wovwe_HY_MWI,Malawi,ReservoirHydro,Water,2000,2060,4.35,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
ZambiaCoal_TH_ZMB,Zambia,ST,Coal,2032,2082,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,1,0.2,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,,0,0,0,0
Zenzo_HY_AGO,Angola,ReservoirHydro,Water,2035,2075,570,3,,,,,,0.3325,,,0,4.248837209,50,570,0,,0,0,0,0
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,3,,10.41544727,,,,,,,,0.933810376,,500,0,,0,0.06,0,0
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSPPlant,CSP,2024,2064,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,,0,0,0,0
Komati_BESS,South_Africa,Storage,Battery,2025,2045,120,2,,,,,,,,,,,,,,,,,,
RoshPinah_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,40,2,0,0,1,1,0,0,28000,0,0,1.8,30,44,0,,0,0,1,0
